date,Ball One,Ball Two,Ball Three,Ball Four,Ball Five,payout
2012-12-30,12,5,31,6,21,567000
2012-12-31,13,39,33,4,36,50000
2013-01-01,17,10,3,15,5,83000
2013-01-02,1,10,17,4,8,50000
2013-01-03,13,16,15,2,24,50000
2013-01-04,19,20,15,29,6,74000
2013-01-05,27,34,16,12,21,50000
2013-01-06,14,16,9,17,11,70000
2013-01-07,21,35,22,3,33,50000
2013-01-08,20,36,29,39,17,65000
2013-01-09,1,24,37,12,14,110000
2013-01-10,26,21,16,17,37,167000
2013-01-11,13,31,25,3,26,50000
2013-01-12,11,15,14,39,3,78000
2013-01-13,35,2,39,21,18,107000
2013-01-14,26,3,33,34,27,50000
2013-01-15,35,17,24,28,33,61000
2013-01-16,36,34,2,8,29,104000
2013-01-17,12,19,31,10,35,157000
2013-01-18,20,11,1,16,5,215000
2013-01-19,12,35,24,2,20,290000
2013-01-20,26,12,1,3,10,50000
2013-01-21,6,15,14,27,9,50000
2013-01-22,9,21,38,8,19,56000
2013-01-23,34,29,37,3,18,94000
2013-01-24,10,21,1,35,12,136000
2013-01-25,4,27,23,5,18,199000
2013-01-26,33,10,23,34,39,266000
2013-01-27,17,3,6,8,31,325000
2013-01-28,29,10,18,39,16,50000
2013-01-29,24,39,27,11,12,64000
2013-01-30,8,12,29,3,37,105000
2013-01-31,25,35,38,31,13,158000
2013-02-01,11,37,25,15,14,50000
2013-02-02,31,1,39,38,4,84000
2013-02-03,33,21,36,28,25,122000
2013-02-04,1,38,10,8,7,172000
2013-02-05,10,6,31,26,33,232000
2013-02-06,23,18,27,7,35,315000
2013-02-07,8,35,36,38,39,380000
2013-02-08,3,28,2,9,37,50000
2013-02-09,12,19,35,30,17,84000
2013-02-10,2,27,28,20,38,50000
2013-02-11,23,24,10,22,15,50000
2013-02-12,32,21,38,1,9,64000
2013-02-13,39,10,25,21,15,108000
2013-02-14,10,6,34,7,16,160000
2013-02-15,17,30,27,22,8,221000
2013-02-16,34,11,39,33,22,50000
2013-02-17,15,20,2,5,38,68000
2013-02-18,26,38,12,14,20,50000
2013-02-19,16,2,5,34,39,63000
2013-02-20,9,1,2,5,11,108000
2013-02-21,36,26,1,6,9,50000
2013-02-22,23,22,19,7,25,70000
2013-02-23,4,33,27,20,7,121000
2013-02-24,29,31,10,38,36,164000
2013-02-25,24,11,33,19,23,217000
2013-02-26,11,37,7,14,24,295000
2013-02-27,13,32,35,5,8,383000
2013-02-28,23,8,3,7,17,501000
2013-03-01,13,2,9,15,1,687000
2013-03-02,25,7,2,22,27,891000
2013-03-03,26,24,32,30,33,1070000
2013-03-04,17,19,16,38,34,50000
2013-03-05,19,20,23,3,22,84000
2013-03-06,22,9,8,21,35,135000
2013-03-07,8,13,4,16,33,50000
2013-03-08,2,33,1,32,19,73000
2013-03-09,13,31,23,20,3,126000
2013-03-10,3,33,36,4,34,50000
2013-03-11,39,36,7,33,18,59000
2013-03-12,4,8,20,33,17,100000
2013-03-13,37,5,6,29,22,166000
2013-03-14,1,4,25,3,27,229000
2013-03-15,27,11,25,21,19,50000
2013-03-16,28,8,2,1,25,50000
2013-03-17,13,32,4,34,16,65000
2013-03-18,9,7,8,36,4,50000
2013-03-19,5,22,21,35,2,67000
2013-03-20,21,31,11,30,37,50000
2013-03-21,2,3,10,23,16,70000
2013-03-22,37,7,8,3,10,110000
2013-03-23,4,35,22,28,15,50000
2013-03-24,13,14,26,6,7,50000
2013-03-25,33,4,31,11,15,53000
2013-03-26,8,14,37,32,28,50000
2013-03-27,4,36,17,24,18,50000
2013-03-28,24,18,25,36,20,63000
2013-03-29,23,14,9,7,5,103000
2013-03-30,17,37,5,28,13,50000
2013-03-31,34,39,4,32,2,63000
2013-04-01,20,25,18,14,22,90000
2013-04-02,25,34,14,39,1,137000
2013-04-03,7,23,2,12,31,201000
2013-04-04,13,34,9,28,2,272000
2013-04-05,8,38,36,30,24,50000
2013-04-06,38,17,14,16,4,50000
2013-04-07,12,26,18,11,38,63000
2013-04-08,31,2,35,27,33,95000
2013-04-09,25,38,31,29,6,50000
2013-04-10,12,34,3,24,18,101000
2013-04-11,27,35,30,13,3,50000
2013-04-12,37,7,4,13,34,64000
2013-04-13,21,15,26,37,4,107000
2013-04-14,3,29,15,37,34,150000
2013-04-15,24,7,23,12,14,201000
2013-04-16,10,15,4,5,20,274000
2013-04-17,26,14,24,16,38,50000
2013-04-18,2,3,4,30,27,50000
2013-04-19,22,32,26,21,11,61000
2013-04-20,35,12,36,24,7,105000
2013-04-21,36,4,29,16,25,50000
2013-04-22,1,35,26,39,33,53000
2013-04-23,37,29,1,22,27,87000
2013-04-24,16,15,38,36,18,132000
2013-04-25,17,27,35,24,11,190000
2013-04-26,18,12,38,35,30,256000
2013-04-27,24,36,28,7,20,350000
2013-04-28,17,38,31,18,8,50000
2013-04-29,13,4,5,36,24,54000
2013-04-30,18,26,29,33,28,90000
2013-05-01,34,10,30,36,7,50000
2013-05-02,29,21,16,20,17,50000
2013-05-03,11,19,12,3,8,66000
2013-05-04,27,12,13,22,4,112000
2013-05-05,24,27,11,8,26,50000
2013-05-06,22,5,33,11,36,53000
2013-05-07,21,11,29,24,8,88000
2013-05-08,38,32,21,30,39,137000
2013-05-09,26,4,35,1,23,193000
2013-05-10,25,38,31,2,6,50000
2013-05-11,38,27,21,20,24,71000
2013-05-12,36,13,31,8,28,102000
2013-05-13,31,28,38,32,2,143000
2013-05-14,5,32,9,39,25,50000
2013-05-15,13,27,4,28,34,68000
2013-05-16,25,16,1,4,9,107000
2013-05-17,1,17,39,34,33,50000
2013-05-18,8,14,10,30,5,73000
2013-05-19,21,2,9,28,32,107000
2013-05-20,32,18,4,16,11,138000
2013-05-21,3,26,1,4,36,192000
2013-05-22,25,34,3,33,21,254000
2013-05-23,19,6,38,8,11,50000
2013-05-24,3,27,9,10,17,65000
2013-05-25,14,12,23,20,29,107000
2013-05-26,8,3,23,12,15,144000
2013-05-27,26,22,25,23,38,193000
2013-05-28,24,20,21,6,29,247000
2013-05-29,1,22,5,19,13,50000
2013-05-30,10,7,8,23,37,61000
2013-05-31,1,28,38,24,18,96000
2013-06-01,13,26,22,32,1,152000
2013-06-02,26,22,23,28,14,196000
2013-06-03,1,27,3,23,24,260000
2013-06-04,13,38,35,24,23,353000
2013-06-05,17,24,19,8,30,50000
2013-06-06,12,39,8,6,30,65000
2013-06-07,7,32,25,39,1,105000
2013-06-08,5,18,34,33,26,167000
2013-06-09,34,6,16,31,33,207000
2013-06-10,34,11,39,16,36,279000
2013-06-11,6,21,26,1,25,363000
2013-06-12,22,28,10,1,6,476000
2013-06-13,35,38,25,11,4,604000
2013-06-14,35,21,5,15,2,50000
2013-06-15,12,11,20,7,1,72000
2013-06-16,34,13,22,21,27,100000
2013-06-17,5,26,17,2,23,147000
2013-06-18,18,22,32,12,8,208000
2013-06-19,2,26,8,33,19,292000
2013-06-20,2,20,31,19,37,370000
2013-06-21,12,25,11,31,15,477000
2013-06-22,21,2,12,31,11,615000
2013-06-23,33,13,6,22,38,738000
2013-06-24,1,37,17,7,35,925000
2013-06-25,3,22,15,38,39,50000
2013-06-26,15,27,26,30,33,75000
2013-06-27,1,16,3,17,37,50000
2013-06-28,33,8,18,31,24,66000
2013-06-29,5,15,18,8,28,112000
2013-06-30,37,2,38,20,1,158000
2013-07-01,17,32,24,39,14,215000
2013-07-02,33,36,20,5,19,50000
2013-07-03,33,24,28,9,14,72000
2013-07-04,16,6,23,7,10,50000
2013-07-05,20,28,2,9,4,62000
2013-07-06,18,38,4,20,5,50000
2013-07-07,31,36,1,39,21,57000
2013-07-08,25,33,21,13,12,87000
2013-07-09,38,37,24,28,36,131000
2013-07-10,36,31,6,21,33,193000
2013-07-11,33,24,34,27,19,248000
2013-07-12,33,19,13,10,25,50000
2013-07-13,34,38,22,36,30,71000
2013-07-14,1,28,13,15,36,50000
2013-07-15,18,33,21,28,27,53000
2013-07-16,17,18,30,22,14,85000
2013-07-17,34,6,19,32,35,129000
2013-07-18,25,24,31,20,16,180000
2013-07-19,29,14,26,4,19,50000
2013-07-20,26,25,9,21,8,50000
2013-07-21,5,10,15,2,39,55000
2013-07-22,14,38,31,7,32,82000
2013-07-23,8,16,24,10,36,121000
2013-07-24,6,38,14,3,36,50000
2013-07-25,13,14,17,38,19,50000
2013-07-26,20,12,1,37,2,55000
2013-07-27,22,39,28,27,36,91000
2013-07-28,35,31,4,8,12,123000
2013-07-29,34,12,13,36,6,167000
2013-07-30,8,27,16,39,1,50000
2013-07-31,8,36,11,13,22,60000
2013-08-01,9,38,25,18,2,90000
2013-08-02,7,19,22,38,14,131000
2013-08-03,39,20,23,10,9,194000
2013-08-04,39,35,32,18,26,241000
2013-08-05,7,8,13,1,21,310000
2013-08-06,13,29,6,38,33,400000
2013-08-07,3,35,26,4,25,526000
2013-08-08,16,8,20,22,2,690000
2013-08-09,5,39,20,12,8,50000
2013-08-10,6,35,14,23,39,70000
2013-08-11,3,19,34,14,29,97000
2013-08-12,35,8,23,13,20,139000
2013-08-13,25,22,4,2,9,194000
2013-08-14,32,33,15,36,9,262000
2013-08-15,2,10,3,15,37,50000
2013-08-16,33,28,25,2,20,64000
2013-08-17,22,25,8,16,33,110000
2013-08-18,19,8,7,29,22,154000
2013-08-19,8,11,17,10,31,203000
2013-08-20,2,37,3,31,14,275000
2013-08-21,37,21,10,34,39,359000
2013-08-22,29,1,20,37,24,454000
2013-08-23,13,35,7,6,33,583000
2013-08-24,13,29,37,9,23,731000
2013-08-25,19,8,12,21,32,860000
2013-08-26,19,5,25,3,8,50000
2013-08-27,18,32,6,13,8,50000
2013-08-28,30,31,36,20,34,64000
2013-08-29,29,1,25,33,2,98000
2013-08-30,7,27,23,9,37,147000
2013-08-31,28,11,36,16,5,219000
2013-09-01,35,37,1,15,31,276000
2013-09-02,12,22,14,21,29,352000
2013-09-03,16,38,7,30,8,445000
2013-09-04,25,18,27,24,30,578000
2013-09-05,32,34,20,13,26,50000
2013-09-06,10,3,32,39,30,67000
2013-09-07,1,30,3,7,15,113000
2013-09-08,34,37,15,11,21,158000
2013-09-09,2,4,14,26,35,206000
2013-09-10,20,38,37,24,22,281000
2013-09-11,24,39,33,23,28,368000
2013-09-12,37,21,28,1,36,50000
2013-09-13,12,2,22,3,15,69000
2013-09-14,38,19,3,4,11,118000
2013-09-15,25,30,36,18,8,161000
2013-09-16,15,3,38,26,8,207000
2013-09-17,1,29,21,16,25,50000
2013-09-18,25,20,27,3,19,71000
2013-09-19,30,27,9,22,32,116000
2013-09-20,35,13,2,10,7,159000
2013-09-21,15,4,9,27,12,223000
2013-09-22,28,11,29,12,32,276000
2013-09-23,37,36,27,7,19,338000
2013-09-24,8,38,15,37,9,425000
2013-09-25,30,1,7,29,23,549000
2013-09-26,14,6,22,30,37,682000
2013-09-27,9,18,38,1,39,50000
2013-09-28,35,7,38,10,39,80000
2013-09-29,15,26,30,22,37,110000
2013-09-30,28,36,15,13,19,50000
2013-10-01,26,12,2,14,29,66000
2013-10-02,27,20,4,33,11,112000
2013-10-03,11,8,25,37,13,159000
2013-10-04,38,17,11,29,31,218000
2013-10-05,10,2,27,14,24,293000
2013-10-06,10,27,29,22,38,349000
2013-10-07,26,10,25,9,35,439000
2013-10-08,36,26,7,8,30,572000
2013-10-09,27,19,2,11,31,701000
2013-10-10,18,6,38,30,34,866000
2013-10-11,5,24,2,6,28,50000
2013-10-12,17,10,3,34,2,80000
2013-10-13,21,3,4,22,20,110000
2013-10-14,33,9,11,35,32,157000
2013-10-15,28,15,4,19,33,214000
2013-10-16,19,24,35,22,29,50000
2013-10-17,2,29,37,26,19,68000
2013-10-18,14,16,24,19,25,107000
2013-10-19,24,14,19,37,4,169000
2013-10-20,28,15,26,30,32,50000
2013-10-21,19,31,34,15,2,53000
2013-10-22,2,28,31,23,7,88000
2013-10-23,18,5,25,28,19,132000
2013-10-24,12,15,10,16,2,183000
2013-10-25,7,6,25,30,29,236000
2013-10-26,15,1,29,19,25,315000
2013-10-27,20,28,29,39,1,376000
2013-10-28,11,22,25,37,1,50000
2013-10-29,21,36,11,6,32,63000
2013-10-30,1,22,7,27,35,100000
2013-10-31,12,14,24,28,2,146000
2013-11-01,24,18,23,25,29,50000
2013-11-02,21,38,36,12,22,74000
2013-11-03,23,32,6,2,17,104000
2013-11-04,16,2,7,19,15,153000
2013-11-05,38,6,36,11,5,206000
2013-11-06,37,21,17,9,36,278000
2013-11-07,15,3,29,11,24,343000
2013-11-08,16,5,36,24,20,50000
2013-11-09,13,5,22,17,3,71000
2013-11-10,19,27,11,22,17,50000
2013-11-11,19,24,14,36,15,53000
2013-11-12,34,21,24,1,10,82000
2013-11-13,14,29,33,4,28,127000
2013-11-14,29,25,19,39,12,175000
2013-11-15,37,35,8,13,7,233000
2013-11-16,32,37,31,21,25,50000
2013-11-17,21,10,7,15,23,59000
2013-11-18,27,4,13,11,34,50000
2013-11-19,22,5,11,7,2,57000
2013-11-20,16,4,27,5,25,50000
2013-11-21,27,10,24,20,18,58000
2013-11-22,22,35,7,6,37,91000
2013-11-23,5,10,22,12,34,50000
2013-11-24,15,34,16,11,39,58000
2013-11-25,31,21,13,14,5,84000
2013-11-26,34,19,39,17,7,124000
2013-11-27,6,5,24,20,33,177000
2013-11-28,20,35,19,34,14,231000
2013-11-29,22,23,20,28,1,269000
2013-11-30,8,16,5,36,17,358000
2013-12-01,1,21,8,19,5,50000
2013-12-02,29,37,3,8,28,50000
2013-12-03,3,30,34,38,17,59000
2013-12-04,15,35,24,38,12,96000
2013-12-05,22,10,6,27,34,135000
2013-12-06,13,36,35,12,19,190000
2013-12-07,31,27,16,15,12,255000
2013-12-08,23,27,37,2,26,312000
2013-12-09,6,14,37,18,35,383000
2013-12-10,17,32,31,25,26,50000
2013-12-11,8,25,35,38,21,50000
2013-12-12,18,13,30,12,33,59000
2013-12-13,6,30,5,25,32,50000
2013-12-14,31,21,1,23,2,75000
2013-12-15,39,6,28,25,10,94000
2013-12-16,26,3,24,33,12,50000
2013-12-17,29,38,34,26,3,58000
2013-12-18,30,33,3,21,31,103000
2013-12-19,28,11,27,6,4,135000
2013-12-20,5,26,24,36,19,50000
2013-12-21,19,28,5,38,35,66000
2013-12-22,4,23,27,6,5,50000
2013-12-23,30,32,18,8,6,53000
2013-12-24,27,5,18,13,28,89000
2013-12-25,35,36,12,39,20,50000
2013-12-26,6,19,7,30,18,55000
2013-12-27,7,32,29,15,38,50000
2013-12-28,38,18,19,37,10,64000
2013-12-29,30,36,6,24,25,91000
2013-12-30,38,14,4,29,35,128000
2013-12-31,1,4,11,31,16,185000
2014-01-01,31,18,5,22,14,260000
2014-01-02,19,17,12,20,11,50000
2014-01-03,8,34,15,9,26,62000
2014-01-04,33,37,23,22,3,50000
2014-01-05,36,5,10,39,11,60000
2014-01-06,16,34,28,38,30,90000
2014-01-07,38,21,19,6,24,136000
2014-01-08,21,10,24,1,11,184000
2014-01-09,13,1,16,34,12,233000
2014-01-10,19,21,8,20,24,311000
2014-01-11,17,35,22,37,15,396000
2014-01-12,26,9,17,25,7,465000
2014-01-13,28,2,34,21,4,571000
2014-01-14,16,19,31,32,11,50000
2014-01-15,4,30,6,33,36,61000
2014-01-16,27,32,30,31,20,92000
2014-01-17,38,23,11,5,14,137000
2014-01-18,29,16,15,21,22,195000
2014-01-19,35,6,19,5,16,248000
2014-01-20,37,38,3,9,30,319000
2014-01-21,25,32,29,26,38,400000
2014-01-22,16,24,22,30,10,521000
2014-01-23,28,10,38,35,27,628000
2014-01-24,32,30,34,1,18,793000
2014-01-25,27,34,7,17,12,50000
2014-01-26,30,9,26,13,17,50000
2014-01-27,15,17,6,9,20,53000
2014-01-28,16,38,6,15,11,87000
2014-01-29,25,32,17,1,20,121000
2014-01-30,35,12,30,11,23,150000
2014-01-31,28,27,23,13,3,202000
2014-02-01,30,20,23,19,18,292000
2014-02-02,2,12,35,26,32,356000
2014-02-03,38,29,31,2,37,50000
2014-02-04,31,4,35,23,19,65000
2014-02-05,18,32,30,21,28,103000
2014-02-06,20,27,17,24,10,154000
2014-02-07,21,24,17,15,9,210000
2014-02-08,27,21,25,20,9,283000
2014-02-09,9,7,28,34,20,341000
2014-02-10,23,26,7,12,20,50000
2014-02-11,13,21,23,24,20,65000
2014-02-12,33,18,7,17,15,50000
2014-02-13,20,27,2,4,31,53000
2014-02-14,1,36,38,35,28,65000
2014-02-15,29,3,21,23,16,50000
2014-02-16,27,15,17,18,36,61000
2014-02-17,8,30,7,27,12,93000
2014-02-18,19,24,12,13,8,134000
2014-02-19,2,20,36,18,33,50000
2014-02-20,10,2,14,27,16,66000
2014-02-21,37,27,16,2,10,96000
2014-02-22,31,16,34,29,2,149000
2014-02-23,7,17,36,38,30,50000
2014-02-24,31,20,14,16,25,50000
2014-02-25,14,21,39,29,4,58000
2014-02-26,28,15,39,37,9,94000
2014-02-27,39,8,22,30,5,132000
2014-02-28,37,33,9,35,18,50000
2014-03-01,9,3,34,36,23,50000
2014-03-02,36,3,37,19,31,59000
2014-03-03,19,14,12,26,34,93000
2014-03-04,2,28,8,16,9,134000
2014-03-05,34,4,2,27,13,50000
2014-03-06,26,2,16,7,6,60000
2014-03-07,14,29,20,11,37,97000
2014-03-08,24,18,11,33,12,134000
2014-03-09,32,17,27,37,29,175000
2014-03-10,29,35,10,27,39,221000
2014-03-11,22,14,11,20,21,293000
2014-03-12,26,4,39,1,28,377000
2014-03-13,30,9,4,11,33,465000
2014-03-14,20,26,30,36,31,50000
2014-03-15,33,16,15,21,12,74000
2014-03-16,24,16,9,11,7,99000
2014-03-17,17,24,39,26,1,143000
2014-03-18,13,35,29,1,36,199000
2014-03-19,14,26,5,4,16,278000
2014-03-20,30,25,5,13,24,340000
2014-03-21,10,21,13,7,37,50000
2014-03-22,27,36,9,14,21,73000
2014-03-23,4,36,37,8,12,100000
2014-03-24,38,8,4,39,28,147000
2014-03-25,7,4,23,14,29,50000
2014-03-26,37,31,10,35,5,67000
2014-03-27,3,35,26,15,37,98000
2014-03-28,14,35,28,34,24,50000
2014-03-29,35,26,29,10,15,72000
2014-03-30,2,13,31,17,39,50000
2014-03-31,28,37,25,38,22,75000
2014-04-01,21,27,38,28,35,128000
2014-04-02,3,9,16,15,23,50000
2014-04-03,23,13,32,6,17,50000
2014-04-04,30,9,8,13,27,96000
2014-04-05,33,24,35,19,26,169000
2014-04-06,15,16,35,27,19,212000
2014-04-07,15,1,23,22,5,295000
2014-04-08,1,19,34,22,36,50000
2014-04-09,21,13,20,36,18,50000
2014-04-10,6,30,35,3,23,89000
2014-04-11,30,8,16,11,28,149000
2014-04-12,9,12,28,17,4,233000
2014-04-13,11,4,22,29,36,50000
2014-04-14,14,36,17,20,3,73000
2014-04-15,21,37,19,1,17,127000
2014-04-16,13,23,11,32,3,199000
2014-04-17,37,2,13,25,10,259000
2014-04-18,15,7,13,2,34,50000
2014-04-19,33,3,10,20,38,102000
2014-04-20,3,7,29,15,25,147000
2014-04-21,7,2,32,4,9,50000
2014-04-22,6,15,32,7,28,86000
2014-04-23,33,9,13,34,15,136000
2014-04-24,13,19,21,20,33,50000
2014-04-25,1,38,36,30,3,84000
2014-04-26,21,16,7,35,22,146000
2014-04-27,20,16,39,13,28,50000
2014-04-28,2,32,35,33,23,69000
2014-04-29,35,21,9,33,27,118000
2014-04-30,34,16,13,20,35,186000
2014-05-01,8,5,39,21,11,244000
2014-05-02,39,6,23,30,38,341000
2014-05-03,33,29,24,36,2,50000
2014-05-04,33,34,20,6,7,50000
2014-05-05,6,19,26,28,15,70000
2014-05-06,33,15,35,12,32,122000
2014-05-07,13,12,9,21,23,189000
2014-05-08,31,36,5,7,17,242000
2014-05-09,22,17,4,27,36,50000
2014-05-10,29,8,20,15,5,86000
2014-05-11,29,33,37,22,32,117000
2014-05-12,15,33,31,12,5,166000
2014-05-13,7,29,11,39,1,229000
2014-05-14,4,27,1,34,36,305000
2014-05-15,38,12,2,4,5,50000
2014-05-16,21,33,35,8,20,80000
2014-05-17,20,11,31,36,7,50000
2014-05-18,4,15,12,38,3,66000
2014-05-19,15,37,30,31,22,105000
2014-05-20,7,18,24,28,26,162000
2014-05-21,29,26,21,11,4,225000
2014-05-22,8,13,15,32,37,293000
2014-05-23,11,20,25,26,35,50000
2014-05-24,4,6,8,28,29,85000
2014-05-25,2,3,7,24,30,50000
2014-05-26,3,5,14,24,25,60000
2014-05-27,1,3,8,13,36,95000
2014-05-28,3,6,14,21,32,50000
2014-05-29,1,3,4,6,35,74000
2014-05-30,21,25,29,31,39,122000
2014-05-31,13,24,25,28,32,195000
2014-06-01,4,13,21,36,38,238000
2014-06-02,9,11,21,32,39,317000
2014-06-03,1,16,29,34,36,414000
2014-06-04,4,6,8,15,32,550000
2014-06-05,3,32,33,36,37,681000
2014-06-06,1,7,9,11,23,50000
2014-06-07,15,20,24,35,39,82000
2014-06-08,4,5,11,14,22,50000
2014-06-09,12,14,23,29,30,78000
2014-06-10,10,11,17,20,25,108000
2014-06-11,6,7,22,24,35,167000
2014-06-12,4,14,16,36,39,50000
2014-06-13,1,10,17,27,33,71000
2014-06-14,4,8,9,22,32,123000
2014-06-15,2,19,29,33,39,163000
2014-06-16,18,30,35,38,39,213000
2014-06-17,8,12,13,20,22,287000
2014-06-18,13,22,26,29,36,368000
2014-06-19,1,8,22,30,34,50000
2014-06-20,4,11,13,32,38,73000
2014-06-21,17,21,26,32,35,124000
2014-06-22,4,21,26,35,37,167000
2014-06-23,15,16,25,29,37,219000
2014-06-24,5,23,24,25,38,50000
2014-06-25,2,8,19,35,38,71000
2014-06-26,1,4,12,27,36,113000
2014-06-27,2,9,11,16,39,171000
2014-06-28,9,11,22,30,35,50000
2014-06-29,1,9,14,17,25,50000
2014-06-30,1,3,7,9,28,57000
2014-07-01,10,14,16,31,35,96000
2014-07-02,2,3,15,33,38,151000
2014-07-03,2,6,15,16,36,201000
2014-07-04,16,19,23,37,38,290000
2014-07-05,15,21,22,24,36,50000
2014-07-06,6,8,17,35,39,63000
2014-07-07,3,5,12,22,37,100000
2014-07-08,8,13,24,27,39,156000
2014-07-09,16,25,30,33,36,50000
2014-07-10,1,22,24,32,39,69000
2014-07-11,1,10,17,34,38,111000
2014-07-12,7,15,27,32,34,172000
2014-07-13,1,2,24,28,32,212000
2014-07-14,17,26,28,29,33,280000
2014-07-15,12,16,22,31,36,361000
2014-07-16,13,21,27,28,34,50000
2014-07-17,3,4,5,15,38,50000
2014-07-18,15,18,27,35,38,69000
2014-07-19,4,7,10,29,38,117000
2014-07-20,2,16,22,25,37,160000
2014-07-21,1,5,12,20,21,207000
2014-07-22,4,7,19,20,34,50000
2014-07-23,16,19,25,34,36,67000
2014-07-24,5,14,16,18,25,105000
2014-07-25,3,14,16,19,26,50000
2014-07-26,3,12,18,32,38,74000
2014-07-27,19,26,27,28,30,103000
2014-07-28,2,15,28,35,39,153000
2014-07-29,2,13,15,25,36,50000
2014-07-30,4,7,17,21,26,68000
2014-07-31,8,15,34,36,37,50000
2014-08-01,2,5,14,20,36,50000
2014-08-02,3,9,15,17,33,82000
2014-08-03,7,15,19,26,39,115000
2014-08-04,3,8,25,34,38,164000
2014-08-05,9,15,17,30,33,224000
2014-08-06,2,24,25,29,33,301000
2014-08-07,7,11,19,20,39,390000
2014-08-08,5,13,21,24,33,507000
2014-08-09,19,23,30,32,36,50000
2014-08-10,6,9,12,19,27,50000
2014-08-11,13,18,23,25,35,57000
2014-08-12,1,13,18,25,34,94000
2014-08-13,5,7,13,27,31,50000
2014-08-14,5,12,20,26,36,50000
2014-08-15,10,18,31,32,37,65000
2014-08-16,8,16,20,28,31,109000
2014-08-17,9,22,32,36,37,142000
2014-08-18,4,11,26,27,29,198000
2014-08-19,1,5,11,33,36,264000
2014-08-20,17,19,22,36,38,50000
2014-08-21,16,23,26,28,29,65000
2014-08-22,5,11,21,29,38,101000
2014-08-23,2,18,27,34,38,164000
2014-08-24,11,16,25,26,30,199000
2014-08-25,2,9,13,22,35,264000
2014-08-26,4,9,13,29,39,345000
2014-08-27,23,26,29,32,33,456000
2014-08-28,9,11,18,25,37,50000
2014-08-29,2,4,8,17,37,69000
2014-08-30,8,30,32,34,38,116000
2014-08-31,1,18,21,29,32,156000
2014-09-01,5,16,24,27,29,209000
2014-09-02,8,9,18,25,39,277000
2014-09-03,4,20,21,28,31,359000
2014-09-04,2,6,10,23,24,471000
2014-09-05,23,24,30,37,39,50000
2014-09-06,5,13,15,21,27,50000
2014-09-07,4,7,22,28,32,50000
2014-09-08,1,3,9,21,39,55000
2014-09-09,11,12,19,31,32,89000
2014-09-10,12,17,18,19,36,130000
2014-09-11,6,11,14,29,36,180000
2014-09-12,2,11,17,20,24,50000
2014-09-13,9,11,19,36,37,69000
2014-09-14,10,21,23,26,36,94000
2014-09-15,7,10,21,22,24,131000
2014-09-16,8,19,26,30,32,185000
2014-09-17,7,10,23,24,28,240000
2014-09-18,1,6,13,17,31,309000
2014-09-19,8,11,15,18,32,50000
2014-09-20,10,23,25,28,33,68000
2014-09-21,17,28,31,33,36,91000
2014-09-22,5,12,30,36,39,127000
2014-09-23,10,12,13,33,35,180000
2014-09-24,1,5,8,10,37,236000
2014-09-25,2,6,19,27,36,301000
2014-09-26,5,8,15,26,31,389000
2014-09-27,8,15,25,27,37,50000
2014-09-28,5,8,12,24,32,50000
2014-09-29,14,18,23,33,35,50000
2014-09-30,2,9,14,19,39,57000
2014-10-01,1,2,12,17,39,91000
2014-10-02,4,10,23,25,28,134000
2014-10-03,3,11,14,20,32,50000
2014-10-04,14,19,22,23,26,71000
2014-10-05,8,15,20,23,29,95000
2014-10-06,22,27,28,31,37,154000
2014-10-07,7,12,14,20,32,189000
2014-10-08,12,13,24,25,35,247000
2014-10-09,4,12,13,14,34,312000
2014-10-10,9,14,27,28,38,398000
2014-10-11,5,15,25,30,37,499000
2014-10-12,2,3,4,24,36,50000
2014-10-13,2,8,18,29,39,54000
2014-10-14,3,5,13,18,23,85000
2014-10-15,8,15,18,30,33,50000
2014-10-16,7,20,26,30,34,59000
2014-10-17,15,22,29,33,39,92000
2014-10-18,11,19,27,32,33,130000
2014-10-19,7,14,19,30,38,170000
2014-10-20,12,13,18,20,23,214000
2014-10-21,2,7,9,19,30,279000
2014-10-22,10,11,33,35,36,50000
2014-10-23,8,14,19,20,38,57000
2014-10-24,11,23,31,33,35,87000
2014-10-25,7,10,20,34,35,128000
2014-10-26,2,8,13,18,26,162000
2014-10-27,7,14,21,22,27,203000
2014-10-28,3,13,20,21,36,50000
2014-10-29,16,27,35,38,39,57000
2014-10-30,13,15,21,25,27,50000
2014-10-31,3,11,17,18,21,54000
2014-11-01,4,6,16,23,25,91000
2014-11-02,6,11,21,24,35,118000
2014-11-03,13,14,15,19,20,161000
2014-11-04,2,19,25,33,34,211000
2014-11-05,1,2,11,20,25,275000
2014-11-06,10,11,17,29,37,333000
2014-11-07,4,10,14,15,22,428000
2014-11-08,3,16,26,34,35,538000
2014-11-09,12,19,27,28,29,638000
2014-11-10,11,12,22,26,28,50000
2014-11-11,2,3,17,23,28,60000
2014-11-12,8,26,27,29,37,90000
2014-11-13,5,9,12,15,25,128000
2014-11-14,3,25,27,36,37,50000
2014-11-15,1,7,12,16,28,65000
2014-11-16,8,9,28,30,34,90000
2014-11-17,16,21,26,32,36,124000
2014-11-18,10,19,21,29,34,50000
2014-11-19,1,16,19,26,36,57000
2014-11-20,4,29,32,34,35,88000
2014-11-21,1,6,25,35,37,126000
2014-11-22,5,11,19,25,30,181000
2014-11-23,4,8,16,17,18,217000
